filename;left;top
pdp10ki10_size=1340_Hintergrund.png;0; 0
pdp10ki10_size=1340_black.png;37; 18
pdp10ki10_size=1340_frame.png;35; 17
pdp10ki10_size=1340_background.png;0; 0
pdp10ki10_size=1340_org_picture.png;0; 0
pdp10ki10_size=1340_background_buttons_row11.png;478; 531
pdp10ki10_size=1340_background_buttons_row10.png;85; 474
pdp10ki10_size=1340_background_buttons_row9.png;421; 416
pdp10ki10_size=1340_background_lamps_row8.png;105; 390
pdp10ki10_size=1340_background_lamps_row7.png;603; 370
pdp10ki10_size=1340_background_lamps_row6.png;107; 355
pdp10ki10_size=1340_background_lamps_row5.png;108; 320
pdp10ki10_size=1340_background_lamps_row4.png;92; 285
pdp10ki10_size=1340_sw_DEPOSIT_NEXT_down_on.png;1153; 539
pdp10ki10_size=1340_sw_DEPOSIT_NEXT_down_off.png;1154; 539
pdp10ki10_size=1340_sw_DEPOSIT_NEXT_up_on.png;1154; 537
pdp10ki10_size=1340_sw_DEPOSIT_NEXT_up_off.png;1153; 537
pdp10ki10_size=1340_sw_DEPOSIT_THIS_down_on.png;1123; 539
pdp10ki10_size=1340_sw_DEPOSIT_THIS_down_off.png;1123; 539
pdp10ki10_size=1340_sw_DEPOSIT_THIS_up_on.png;1123; 537
pdp10ki10_size=1340_sw_DEPOSIT_THIS_up_off.png;1122; 537
pdp10ki10_size=1340_sw_EXAMINE_NEXT_down_on.png;1063; 539
pdp10ki10_size=1340_sw_EXAMINE_NEXT_down_off.png;1062; 539
pdp10ki10_size=1340_sw_EXAMINE_NEXT_up_on.png;1062; 536
pdp10ki10_size=1340_sw_EXAMINE_NEXT_up_off.png;1062; 536
pdp10ki10_size=1340_sw_EXAMINE_THIS_down_on.png;1032; 538
pdp10ki10_size=1340_sw_EXAMINE_THIS_down_off.png;1032; 538
pdp10ki10_size=1340_sw_EXAMINE_THIS_up_on.png;1031; 536
pdp10ki10_size=1340_sw_EXAMINE_THIS_up_off.png;1031; 536
pdp10ki10_size=1340_sw_XCT_down_on.png;1001; 539
pdp10ki10_size=1340_sw_XCT_down_off.png;1002; 539
pdp10ki10_size=1340_sw_XCT_up_on.png;1001; 537
pdp10ki10_size=1340_sw_XCT_up_off.png;1001; 537
pdp10ki10_size=1340_sw_RESET_down_on.png;971; 539
pdp10ki10_size=1340_sw_RESET_down_off.png;971; 539
pdp10ki10_size=1340_sw_RESET_up_on.png;971; 537
pdp10ki10_size=1340_sw_RESET_up_off.png;971; 537
pdp10ki10_size=1340_sw_STOP_down_on.png;940; 539
pdp10ki10_size=1340_sw_STOP_down_off.png;941; 539
pdp10ki10_size=1340_sw_STOP_up_on.png;940; 537
pdp10ki10_size=1340_sw_STOP_up_off.png;940; 537
pdp10ki10_size=1340_sw_CONT_down_on.png;910; 539
pdp10ki10_size=1340_sw_CONT_down_off.png;910; 539
pdp10ki10_size=1340_sw_CONT_up_on.png;909; 537
pdp10ki10_size=1340_sw_CONT_up_off.png;909; 537
pdp10ki10_size=1340_sw_START_down_on.png;879; 539
pdp10ki10_size=1340_sw_START_down_off.png;880; 539
pdp10ki10_size=1340_sw_START_up_on.png;879; 537
pdp10ki10_size=1340_sw_START_up_off.png;879; 537
pdp10ki10_size=1340_sw_READ_IN_down_on.png;848; 539
pdp10ki10_size=1340_sw_READ_IN_down_off.png;849; 539
pdp10ki10_size=1340_sw_READ_IN_up_on.png;849; 537
pdp10ki10_size=1340_sw_READ_IN_up_off.png;848; 537
pdp10ki10_size=1340_sw_ADDRESS_BREAK_down_on.png;787; 538
pdp10ki10_size=1340_sw_ADDRESS_BREAK_down_off.png;787; 539
pdp10ki10_size=1340_sw_ADDRESS_BREAK_up_on.png;787; 536
pdp10ki10_size=1340_sw_ADDRESS_BREAK_up_off.png;787; 536
pdp10ki10_size=1340_sw_ADDRESS_STOP_down_on.png;757; 539
pdp10ki10_size=1340_sw_ADDRESS_STOP_down_off.png;758; 539
pdp10ki10_size=1340_sw_ADDRESS_STOP_up_on.png;757; 537
pdp10ki10_size=1340_sw_ADDRESS_STOP_up_off.png;757; 537
pdp10ki10_size=1340_sw_WRITE_down_on.png;727; 539
pdp10ki10_size=1340_sw_WRITE_down_off.png;727; 538
pdp10ki10_size=1340_sw_WRITE_up_on.png;727; 536
pdp10ki10_size=1340_sw_WRITE_up_off.png;726; 536
pdp10ki10_size=1340_sw_FETCH_DATA_down_on.png;697; 538
pdp10ki10_size=1340_sw_FETCH_DATA_down_off.png;696; 538
pdp10ki10_size=1340_sw_FETCH_DATA_up_on.png;697; 536
pdp10ki10_size=1340_sw_FETCH_DATA_up_off.png;697; 536
pdp10ki10_size=1340_sw_FETCH_INST_down_on.png;666; 538
pdp10ki10_size=1340_sw_FETCH_INST_down_off.png;667; 538
pdp10ki10_size=1340_sw_FETCH_INST_up_on.png;666; 536
pdp10ki10_size=1340_sw_FETCH_INST_up_off.png;665; 536
pdp10ki10_size=1340_sw_REPEAT_down_on.png;606; 538
pdp10ki10_size=1340_sw_REPEAT_down_off.png;606; 539
pdp10ki10_size=1340_sw_REPEAT_up_on.png;606; 536
pdp10ki10_size=1340_sw_REPEAT_up_off.png;606; 536
pdp10ki10_size=1340_sw_STOP_NXM_down_on.png;575; 537
pdp10ki10_size=1340_sw_STOP_NXM_down_off.png;575; 538
pdp10ki10_size=1340_sw_STOP_NXM_up_on.png;575; 535
pdp10ki10_size=1340_sw_STOP_NXM_up_off.png;575; 535
pdp10ki10_size=1340_sw_STOP_PAR_down_on.png;546; 537
pdp10ki10_size=1340_sw_STOP_PAR_down_off.png;546; 538
pdp10ki10_size=1340_sw_STOP_PAR_up_on.png;545; 536
pdp10ki10_size=1340_sw_STOP_PAR_up_off.png;545; 536
pdp10ki10_size=1340_sw_SINGLE_PULSER_down_on.png;515; 538
pdp10ki10_size=1340_sw_SINGLE_PULSER_down_off.png;515; 538
pdp10ki10_size=1340_sw_SINGLE_PULSER_up_on.png;514; 536
pdp10ki10_size=1340_sw_SINGLE_PULSER_up_off.png;515; 536
pdp10ki10_size=1340_sw_SINGLE_INST_down_on.png;485; 538
pdp10ki10_size=1340_sw_SINGLE_INST_down_off.png;485; 539
pdp10ki10_size=1340_sw_SINGLE_INST_up_on.png;483; 536
pdp10ki10_size=1340_sw_SINGLE_INST_up_off.png;483; 536
pdp10ki10_size=1340_sw_DATA_LOAD_down_on.png;1226; 482
pdp10ki10_size=1340_sw_DATA_LOAD_down_off.png;1226; 482
pdp10ki10_size=1340_sw_DATA_LOAD_up_on.png;1225; 480
pdp10ki10_size=1340_sw_DATA_LOAD_up_off.png;1225; 480
pdp10ki10_size=1340_sw_DATA_CLEAR_down_on.png;1195; 482
pdp10ki10_size=1340_sw_DATA_CLEAR_down_off.png;1195; 482
pdp10ki10_size=1340_sw_DATA_CLEAR_up_on.png;1194; 480
