filename;left;top
pdp10ki10_size=2950_Hintergrund.png;0; 0
pdp10ki10_size=2950_black.png;82; 41
pdp10ki10_size=2950_frame.png;79; 38
pdp10ki10_size=2950_background.png;0; 0
pdp10ki10_size=2950_org_picture.png;0; 0
pdp10ki10_size=2950_background_buttons_row11.png;1053; 1169
pdp10ki10_size=2950_background_buttons_row10.png;187; 1043
pdp10ki10_size=2950_background_buttons_row9.png;926; 916
pdp10ki10_size=2950_background_lamps_row8.png;231; 860
pdp10ki10_size=2950_background_lamps_row7.png;1328; 816
pdp10ki10_size=2950_background_lamps_row6.png;236; 783
pdp10ki10_size=2950_background_lamps_row5.png;237; 704
pdp10ki10_size=2950_background_lamps_row4.png;204; 627
pdp10ki10_size=2950_sw_DEPOSIT_NEXT_down_on.png;2540; 1187
pdp10ki10_size=2950_sw_DEPOSIT_NEXT_down_off.png;2542; 1186
pdp10ki10_size=2950_sw_DEPOSIT_NEXT_up_on.png;2541; 1181
pdp10ki10_size=2950_sw_DEPOSIT_NEXT_up_off.png;2540; 1182
pdp10ki10_size=2950_sw_DEPOSIT_THIS_down_on.png;2474; 1186
pdp10ki10_size=2950_sw_DEPOSIT_THIS_down_off.png;2472; 1186
pdp10ki10_size=2950_sw_DEPOSIT_THIS_up_on.png;2472; 1182
pdp10ki10_size=2950_sw_DEPOSIT_THIS_up_off.png;2471; 1181
pdp10ki10_size=2950_sw_EXAMINE_NEXT_down_on.png;2340; 1186
pdp10ki10_size=2950_sw_EXAMINE_NEXT_down_off.png;2339; 1186
pdp10ki10_size=2950_sw_EXAMINE_NEXT_up_on.png;2338; 1180
pdp10ki10_size=2950_sw_EXAMINE_NEXT_up_off.png;2338; 1180
pdp10ki10_size=2950_sw_EXAMINE_THIS_down_on.png;2273; 1185
pdp10ki10_size=2950_sw_EXAMINE_THIS_down_off.png;2273; 1185
pdp10ki10_size=2950_sw_EXAMINE_THIS_up_on.png;2271; 1181
pdp10ki10_size=2950_sw_EXAMINE_THIS_up_off.png;2271; 1180
pdp10ki10_size=2950_sw_XCT_down_on.png;2205; 1186
pdp10ki10_size=2950_sw_XCT_down_off.png;2206; 1186
pdp10ki10_size=2950_sw_XCT_up_on.png;2205; 1181
pdp10ki10_size=2950_sw_XCT_up_off.png;2205; 1181
pdp10ki10_size=2950_sw_RESET_down_on.png;2138; 1186
pdp10ki10_size=2950_sw_RESET_down_off.png;2138; 1186
pdp10ki10_size=2950_sw_RESET_up_on.png;2138; 1182
pdp10ki10_size=2950_sw_RESET_up_off.png;2138; 1182
pdp10ki10_size=2950_sw_STOP_down_on.png;2070; 1186
pdp10ki10_size=2950_sw_STOP_down_off.png;2071; 1186
pdp10ki10_size=2950_sw_STOP_up_on.png;2070; 1182
pdp10ki10_size=2950_sw_STOP_up_off.png;2070; 1182
pdp10ki10_size=2950_sw_CONT_down_on.png;2003; 1186
pdp10ki10_size=2950_sw_CONT_down_off.png;2004; 1186
pdp10ki10_size=2950_sw_CONT_up_on.png;2001; 1182
pdp10ki10_size=2950_sw_CONT_up_off.png;2002; 1182
pdp10ki10_size=2950_sw_START_down_on.png;1936; 1186
pdp10ki10_size=2950_sw_START_down_off.png;1937; 1187
pdp10ki10_size=2950_sw_START_up_on.png;1935; 1182
pdp10ki10_size=2950_sw_START_up_off.png;1935; 1182
pdp10ki10_size=2950_sw_READ_IN_down_on.png;1868; 1186
pdp10ki10_size=2950_sw_READ_IN_down_off.png;1869; 1187
pdp10ki10_size=2950_sw_READ_IN_up_on.png;1869; 1182
pdp10ki10_size=2950_sw_READ_IN_up_off.png;1867; 1182
pdp10ki10_size=2950_sw_ADDRESS_BREAK_down_on.png;1734; 1185
pdp10ki10_size=2950_sw_ADDRESS_BREAK_down_off.png;1734; 1186
pdp10ki10_size=2950_sw_ADDRESS_BREAK_up_on.png;1734; 1179
pdp10ki10_size=2950_sw_ADDRESS_BREAK_up_off.png;1733; 1180
pdp10ki10_size=2950_sw_ADDRESS_STOP_down_on.png;1668; 1186
